,location,total_sqft,bath,balcony,price,BHK,price_per_sqft
11833,Varthur,1210.0,2.0,2.0,54.0,2.0,4462.81
11834,Kasavanhalli,2035.0,3.0,2.0,142.0,3.0,6977.89
11835,Sarjapur,633.0,1.0,1.0,17.09,1.0,2699.84
11836,Amruthahalli,485.0,1.0,1.0,19.5,1.0,4020.62
11837,Varthur,1112.0,2.0,2.0,40.0,2.0,3597.12
11838,Other,1200.0,2.0,0.0,82.0,2.0,6833.33
11839,Sarjapur  Road,2275.0,4.0,2.0,187.0,3.0,8219.78
11840,Other,1419.0,3.0,2.0,85.0,3.0,5990.13
11841,Other,1195.0,2.0,2.0,42.4,2.0,3548.12
11843,Kundalahalli,1047.0,2.0,2.0,91.0,2.0,8691.5
11844,Thanisandra,1884.0,4.0,2.0,117.0,3.0,6210.19
11846,Bannerghatta Road,905.0,2.0,1.0,58.0,2.0,6408.84
11847,JP Nagar,1500.0,2.0,1.0,108.0,3.0,7200.0
11848,Other,850.0,1.0,0.0,50.0,1.0,5882.35
11849,Bommasandra Industrial Area,1125.0,2.0,1.0,32.49,2.0,2888.0
11850,Other,1165.0,2.0,2.0,59.8,2.0,5133.05
11851,Other,933.0,2.0,0.0,55.0,2.0,5894.96
11852,Hennur Road,1305.0,2.0,1.0,77.0,3.0,5900.38
11853,Billekahalli,1125.0,2.0,1.0,65.0,2.0,5777.78
11854,Other,865.0,2.0,2.0,33.0,2.0,3815.03
11855,Jigani,1245.0,3.0,3.0,66.0,3.0,5301.2
11857,Other,1145.0,2.0,2.0,60.0,3.0,5240.17
11858,AECS Layout,2000.0,3.0,1.0,90.0,3.0,4500.0
11859,Hosa Road,625.0,1.0,1.0,43.68,1.0,6988.8
11860,Kundalahalli,1724.0,3.0,2.0,128.0,3.0,7424.59
11862,Sarjapur  Road,1270.0,2.0,1.0,54.0,3.0,4251.97
11863,Other,1250.0,3.0,2.0,39.5,3.0,3160.0
11864,Jakkur,1485.0,3.0,2.0,72.0,3.0,4848.48
11865,Other,823.0,2.0,1.0,80.0,2.0,9720.53
11866,7th Phase JP Nagar,990.0,2.0,2.0,50.0,2.0,5050.51
11867,TC Palaya,1200.0,2.0,0.0,66.0,3.0,5500.0
11868,Kothanur,1185.0,2.0,2.0,59.0,2.0,4978.9
11869,Kadubeesanahalli,1140.0,2.0,1.0,78.0,2.0,6842.11
11870,Ambedkar Nagar,1950.0,4.0,2.0,120.0,3.0,6153.85
11871,Yelahanka,1756.0,3.0,2.0,125.0,3.0,7118.45
11873,Chandapura,520.0,1.0,1.0,14.04,1.0,2700.0
11874,Other,1025.0,2.0,1.0,48.0,2.0,4682.93
11875,Whitefield,1216.0,2.0,1.0,72.0,2.0,5921.05
11876,Sarjapur  Road,1026.0,2.0,2.0,60.8,2.0,5925.93
11879,Begur,1411.0,2.0,2.0,60.0,3.0,4252.3
11880,Kanakpura Road,1320.0,2.0,1.0,39.6,3.0,3000.0
11881,Bannerghatta,1320.0,2.0,0.0,50.0,2.0,3787.88
11883,Kalena Agrahara,1804.0,3.0,2.0,155.0,3.0,8592.02
11884,HSR Layout,1140.0,2.0,2.0,46.0,2.0,4035.09
11885,Other,1200.0,4.0,1.0,105.0,4.0,8750.0
11887,Other,1750.0,3.0,2.0,120.0,3.0,6857.14
11889,TC Palaya,1152.0,2.0,2.0,55.0,2.0,4774.31
11890,Thanisandra,965.0,2.0,1.0,54.0,2.0,5595.85
11891,Lingadheeranahalli,1684.0,3.0,1.0,120.0,3.0,7125.89
11892,Hennur Road,1672.0,3.0,2.0,86.0,3.0,5143.54
11893,Panathur,1075.0,2.0,2.0,60.0,2.0,5581.4
11895,Other,1464.0,3.0,2.0,56.0,3.0,3825.14
11896,Hebbal,1420.0,2.0,1.0,99.26,2.0,6990.14
11897,Other,750.0,2.0,0.0,40.0,2.0,5333.33
11898,Yeshwanthpur,1169.0,2.0,2.0,64.08,2.0,5481.61
11899,Devanahalli,1290.0,2.0,1.0,62.0,3.0,4806.2
11900,Kengeri,1160.0,2.0,2.0,40.6,2.0,3500.0
11902,Mysore Road,1500.0,3.0,2.0,70.0,3.0,4666.67
11903,Domlur,1850.0,3.0,1.0,180.0,3.0,9729.73
11904,Other,1300.0,3.0,2.0,46.0,3.0,3538.46
11905,Electronic City Phase II,1310.0,2.0,1.0,37.84,3.0,2888.55
11907,Other,2150.0,3.0,0.0,170.0,3.0,7906.98
11909,Kanakpura Road,1300.0,2.0,3.0,69.0,3.0,5307.69
11910,Kadugodi,1875.0,2.0,1.0,110.0,3.0,5866.67
11911,Hulimavu,1260.0,2.0,1.0,82.0,3.0,6507.94
11913,Begur Road,1241.0,2.0,1.0,64.0,2.0,5157.13
11914,Sarjapur  Road,1025.0,2.0,2.0,45.5,2.0,4439.02
11916,Electronic City,1070.0,2.0,1.0,60.0,2.0,5607.48
11917,Begur,815.0,2.0,1.0,40.0,2.0,4907.98
11918,Kanakpura Road,2000.0,3.0,3.0,105.0,3.0,5250.0
11920,Varthur,1740.0,4.0,3.0,175.0,4.0,10057.47
11922,Sarjapur  Road,1216.0,2.0,2.0,70.0,2.0,5756.58
11923,Other,2200.0,2.0,1.0,190.0,3.0,8636.36
11927,Kanakpura Road,1200.0,2.0,0.0,62.0,2.0,5166.67
11928,Marathahalli,1026.0,2.0,1.0,50.18,2.0,4890.84
11929,Hulimavu,450.0,1.0,1.0,20.0,1.0,4444.44
11930,KR Puram,1205.0,2.0,1.0,45.79,2.0,3800.0
11931,Other,1368.0,2.0,3.0,87.0,2.0,6359.65
11932,Anekal,420.0,1.0,1.0,12.5,1.0,2976.19
11933,Doddakallasandra,1270.0,2.0,2.0,42.0,2.0,3307.09
11934,Anekal,614.0,1.0,1.0,28.0,2.0,4560.26
11935,Margondanahalli,1050.0,2.0,0.0,58.0,2.0,5523.81
11936,Yelahanka,1408.0,2.0,2.0,58.0,2.0,4119.32
11937,Subramanyapura,1223.0,2.0,2.0,42.81,3.0,3500.41
11938,Other,1507.0,3.0,1.0,80.0,3.0,5308.56
11939,Other,1160.0,2.0,2.0,57.0,2.0,4913.79
11940,Other,1200.0,3.0,1.0,70.0,3.0,5833.33
11941,Poorna Pragna Layout,960.0,2.0,3.0,50.0,2.0,5208.33
11942,NGR Layout,1021.0,2.0,2.0,46.0,2.0,4505.39
11943,Hegde Nagar,2162.03,4.0,2.0,129.0,3.0,5966.61
11944,Channasandra,1065.0,2.0,1.0,36.0,2.0,3380.28
11945,Attibele,400.0,1.0,1.0,10.25,1.0,2562.5
11946,Bannerghatta Road,1465.0,2.0,1.0,75.0,3.0,5119.45
11947,Kanakpura Road,900.0,2.0,1.0,41.0,2.0,4555.56
11948,Marathahalli,1800.0,3.0,2.0,95.0,3.0,5277.78
11949,Other,1175.0,2.0,2.0,83.0,2.0,7063.83
11952,Sanjay nagar,1050.0,2.0,0.0,59.0,2.0,5619.05
11953,Electronic City Phase II,1400.0,2.0,2.0,40.43,3.0,2887.86
11954,Indira Nagar,1650.0,3.0,1.0,150.0,3.0,9090.91
11955,KR Puram,1827.0,3.0,2.0,97.0,3.0,5309.25
11956,Thanisandra,1930.0,4.0,2.0,122.0,3.0,6321.24
11957,Mysore Road,883.0,2.0,1.0,37.0,2.0,4190.26
11958,Kengeri,550.0,1.0,1.0,16.75,1.0,3045.45
11959,Electronic City,1400.0,2.0,1.0,40.44,3.0,2888.57
11961,Kanakapura,1290.0,2.0,3.0,38.69,3.0,2999.22
11962,Raja Rajeshwari Nagar,1021.0,3.0,2.0,59.0,3.0,5778.65
11963,Whitefield,1158.0,2.0,1.0,55.0,2.0,4749.57
11965,Nagarbhavi,1400.0,2.0,2.0,135.0,3.0,9642.86
11967,Munnekollal,1200.0,2.0,1.0,57.9,3.0,4825.0
11968,JP Nagar,1520.0,3.0,2.0,125.0,3.0,8223.68
11969,Thanisandra,620.0,1.0,0.0,38.46,1.0,6203.23
11971,Kenchenahalli,1150.0,2.0,2.0,57.0,2.0,4956.52
11972,Yelahanka,1101.0,2.0,2.0,37.0,2.0,3360.58
11973,Other,1200.0,2.0,3.0,110.0,3.0,9166.67
11974,Hebbal,1252.0,2.0,1.0,92.0,2.0,7348.24
11975,Marathahalli,1650.0,3.0,2.0,85.0,3.0,5151.52
11976,Marathahalli,1270.0,2.0,2.0,80.0,2.0,6299.21
11977,Tumkur Road,992.0,2.0,1.0,70.0,2.0,7056.45
11978,Other,2000.0,3.0,2.0,85.0,3.0,4250.0
11979,Other,893.0,2.0,2.0,34.5,2.0,3863.38
11980,Bisuvanahalli,1075.0,2.0,1.0,41.49,3.0,3859.53
11982,Electronic City,1190.0,2.0,1.0,42.0,2.0,3529.41
11983,Other,800.0,2.0,0.0,60.0,3.0,7500.0
11984,Sarjapur  Road,1814.0,3.0,3.0,63.0,3.0,3472.99
11985,Other,1400.0,3.0,2.0,98.0,3.0,7000.0
11987,Murugeshpalya,1344.0,2.0,0.0,56.0,3.0,4166.67
11989,Kanakpura Road,1843.0,3.0,2.0,95.0,3.0,5154.64
11990,Other,1138.0,2.0,1.0,32.0,2.0,2811.95
11991,Other,1495.0,2.0,2.0,70.0,3.0,4682.27
11992,Electronic City,880.0,2.0,1.0,19.0,2.0,2159.09
11993,Whitefield,1396.0,3.0,1.0,74.0,3.0,5300.86
11994,Garudachar Palya,1610.0,2.0,3.0,119.0,3.0,7391.3
11995,Other,1050.0,2.0,2.0,55.0,2.0,5238.1
11996,Other,1410.0,2.0,2.0,43.71,3.0,3100.0
11997,Ramamurthy Nagar,1050.0,2.0,2.0,37.8,2.0,3600.0
11998,Kumaraswami Layout,1310.0,2.0,1.0,85.0,3.0,6488.55
11999,Yelahanka,1104.0,2.0,2.0,58.0,2.0,5253.62
12000,Hennur Road,1165.0,2.0,1.0,67.0,2.0,5751.07
12001,Kudlu,1027.0,2.0,2.0,44.0,2.0,4284.32
12002,Hormavu,1310.0,2.0,3.0,60.0,2.0,4580.15
12003,Other,1052.0,2.0,2.0,52.0,2.0,4942.97
12004,Singasandra,1464.0,3.0,2.0,56.0,3.0,3825.14
12005,Other,1000.0,2.0,2.0,45.0,2.0,4500.0
12007,Electronic City,1150.0,2.0,1.0,38.08,2.0,3311.3
12008,Thanisandra,2019.0,3.0,1.0,70.67,3.0,3500.25
12009,Varthur,986.0,2.0,1.0,31.0,2.0,3144.02
12012,Akshaya Nagar,1893.0,4.0,2.0,95.0,3.0,5018.49
12013,Gollarapalya Hosahalli,1318.0,3.0,2.0,56.0,3.0,4248.86
12014,Yelahanka,1325.0,2.0,2.0,58.0,3.0,4377.36
12015,Kereguddadahalli,800.0,2.0,1.0,33.0,2.0,4125.0
12016,Other,1300.0,3.0,2.0,42.25,3.0,3250.0
12017,Other,1300.0,2.0,2.0,60.0,3.0,4615.38
12018,Jalahalli East,1010.0,2.0,1.0,52.0,2.0,5148.51
12019,Banashankari,1260.0,2.0,3.0,75.0,2.0,5952.38
12022,Bellandur,1665.0,3.0,2.0,85.0,3.0,5105.11
12023,Subramanyapura,1800.0,3.0,2.0,80.0,3.0,4444.44
12024,Harlur,1197.0,2.0,1.0,75.0,2.0,6265.66
12025,Other,1050.0,2.0,2.0,45.0,2.0,4285.71
12027,Thanisandra,1241.0,2.0,1.0,68.0,3.0,5479.45
12028,Other,1567.0,2.0,3.0,62.0,3.0,3956.6
12029,Kasavanhalli,1747.0,3.0,1.0,110.0,3.0,6296.51
12030,Ramagondanahalli,1475.0,2.0,2.0,55.0,3.0,3728.81
12033,Hennur Road,980.0,2.0,1.0,51.0,2.0,5204.08
12034,Dasanapura,966.0,2.0,1.0,58.0,2.0,6004.14
12036,Sarjapur  Road,1112.0,2.0,1.0,62.0,2.0,5575.54
12037,Electronic City,550.0,1.0,1.0,16.0,2.0,2909.09
12038,Other,1760.0,3.0,3.0,90.0,3.0,5113.64
12039,Hennur,1830.0,2.0,3.0,113.0,3.0,6174.86
12040,Yelahanka,1175.0,2.0,1.0,67.77,2.0,5767.66
12041,Whitefield,1175.0,2.0,1.0,41.0,2.0,3489.36
12042,Horamavu Banaswadi,1025.0,2.0,2.0,45.0,2.0,4390.24
12043,Hennur Road,1232.0,2.0,1.0,80.0,2.0,6493.51
12044,5th Phase JP Nagar,1010.0,2.0,2.0,57.0,2.0,5643.56
12045,Sarjapur  Road,1273.0,2.0,2.0,60.0,2.0,4713.28
12046,Battarahalli,1590.0,2.0,2.0,102.0,2.0,6415.09
12047,Other,1100.0,2.0,1.0,58.5,2.0,5318.18
12048,Electronic City Phase II,1252.0,2.0,1.0,65.0,3.0,5191.69
12051,Yelahanka,1322.0,2.0,1.0,77.9,2.0,5892.59
12052,7th Phase JP Nagar,1000.0,1.0,1.0,60.0,1.0,6000.0
12053,Harlur,1755.0,3.0,2.0,117.0,3.0,6666.67
12054,Electronic City Phase II,1135.0,2.0,2.0,46.0,2.0,4052.86
12057,Nagavarapalya,1260.0,2.0,2.0,85.5,2.0,6785.71
12061,Kanakpura Road,1100.0,2.0,1.0,53.0,3.0,4818.18
12062,Electronic City Phase II,1305.0,3.0,1.0,65.0,3.0,4980.84
12063,Other,1236.0,2.0,1.0,50.0,2.0,4045.31
12064,Uttarahalli,1125.0,1.0,2.0,45.0,2.0,4000.0
12065,KR Puram,1075.0,2.0,2.0,32.25,2.0,3000.0
12066,Other,2000.0,3.0,2.0,85.0,3.0,4250.0
12069,Kadugodi,1150.0,2.0,2.0,42.0,2.0,3652.17
12071,Hennur Road,1085.0,2.0,1.0,43.4,2.0,4000.0
12072,Hebbal Kempapura,1785.0,3.0,0.0,165.0,3.0,9243.7
12074,Thanisandra,1930.0,4.0,2.0,120.0,3.0,6217.62
12076,Other,800.0,1.0,0.0,45.0,2.0,5625.0
12078,Other,1200.0,4.0,0.0,120.0,4.0,10000.0
12079,Bannerghatta Road,1920.0,3.0,3.0,122.0,3.0,6354.17
12080,Kothannur,1085.0,2.0,2.0,34.2,2.0,3152.07
12081,Thanisandra,760.0,1.0,2.0,50.4,1.0,6631.58
12082,Sahakara Nagar,1201.0,2.0,3.0,80.0,2.0,6661.12
12083,Electronic City,1615.0,3.0,2.0,97.0,3.0,6006.19
12084,HSR Layout,1289.0,2.0,2.0,70.0,2.0,5430.57
12085,Budigere,1991.0,4.0,2.0,100.0,3.0,5022.6
12086,Kasavanhalli,1377.0,2.0,2.0,80.0,2.0,5809.73
12090,Thanisandra,663.0,1.0,0.0,32.82,1.0,4950.23
12091,Electronic City,1165.0,2.0,1.0,33.65,2.0,2888.41
12093,Thanisandra,1260.0,2.0,1.0,45.5,2.0,3611.11
12094,Other,1095.0,2.0,1.0,39.0,2.0,3561.64
12095,Other,1050.0,2.0,2.0,65.0,2.0,6190.48
12096,Seegehalli,1176.0,2.0,2.0,50.0,2.0,4251.7
12097,Thanisandra,1801.0,3.0,2.0,115.0,3.0,6385.34
12098,Whitefield,1315.0,2.0,3.0,55.0,2.0,4182.51
12099,Parappana Agrahara,1194.0,2.0,2.0,46.0,2.0,3852.6
12101,Uttarahalli,1308.0,2.0,3.0,53.0,3.0,4051.99
12105,Hoodi,2144.0,3.0,2.0,140.0,3.0,6529.85
12106,Hoskote,1065.0,2.0,3.0,33.75,2.0,3169.01
12107,Balagere,1205.0,2.0,1.0,67.0,2.0,5560.17
12108,Uttarahalli,1160.0,2.0,2.0,40.58,2.0,3498.28
12110,Parappana Agrahara,1194.0,2.0,2.0,47.0,2.0,3936.35
12111,Other,1200.0,3.0,1.0,56.53,3.0,4710.83
12112,2nd Phase Judicial Layout,1681.0,3.0,3.0,69.0,3.0,4104.7
12113,Bommasandra Industrial Area,1130.0,2.0,1.0,32.64,2.0,2888.5
12115,Kanakpura Road,1843.0,3.0,2.0,90.0,3.0,4883.34
12116,Bommasandra Industrial Area,1065.0,2.0,1.0,30.75,2.0,2887.32
12117,Thubarahalli,1885.0,3.0,2.0,85.52,3.0,4536.87
12118,R.T. Nagar,1500.0,2.0,2.0,45.0,2.0,3000.0
12119,Panathur,1210.0,2.0,2.0,69.0,2.0,5702.48
12120,TC Palaya,1126.0,2.0,1.0,39.4,2.0,3499.11
12121,Rayasandra,1357.0,2.0,2.0,59.0,3.0,4347.83
12122,Whitefield,1451.0,2.0,2.0,46.4,3.0,3197.79
12124,Hennur Road,950.0,2.0,1.0,55.0,2.0,5789.47
12125,Bellandur,960.0,2.0,2.0,48.0,2.0,5000.0
12126,Other,1625.0,3.0,3.0,92.0,3.0,5661.54
12127,Kaggalipura,2200.0,4.0,1.0,150.0,3.0,6818.18
12128,Ambalipura,1607.0,2.0,2.0,112.0,3.0,6969.51
12129,Kanakpura Road,900.0,2.0,1.0,46.29,2.0,5143.33
12130,Other,1080.0,2.0,2.0,38.0,2.0,3518.52
12132,Hosa Road,1708.0,3.0,0.0,64.05,4.0,3750.0
12134,Bellandur,1690.0,2.0,2.0,116.0,3.0,6863.91
12136,Other,1269.0,2.0,2.0,97.0,2.0,7643.81
12137,Haralur Road,1243.0,2.0,2.0,46.0,2.0,3700.72
12138,Haralur Road,1890.0,3.0,2.0,84.0,3.0,4444.44
12139,Electronic City Phase II,1165.0,2.0,1.0,33.64,2.0,2887.55
12140,BTM Layout,1196.0,2.0,2.0,56.81,2.0,4750.0
12141,Parappana Agrahara,1194.0,2.0,2.0,47.0,2.0,3936.35
12142,Old Madras Road,1630.0,3.0,2.0,110.0,3.0,6748.47
12143,Whitefield,1063.0,2.0,1.0,42.52,2.0,4000.0
12144,Other,1025.0,2.0,1.0,39.98,2.0,3900.49
12145,Other,1067.0,2.0,1.0,38.0,2.0,3561.39
12146,Kanakpura Road,1299.0,2.0,1.0,89.63,2.0,6899.92
12147,Panathur,1343.0,2.0,1.0,76.0,2.0,5658.97
12148,Electronics City Phase 1,1330.0,2.0,2.0,44.0,3.0,3308.27
12149,Mallasandra,1524.0,2.0,3.0,72.0,3.0,4724.41
12150,Lingadheeranahalli,2236.0,4.0,2.0,153.0,4.0,6842.58
12152,Other,1410.0,2.0,2.0,45.12,3.0,3200.0
12153,Kothanur,1581.0,3.0,3.0,76.0,3.0,4807.08
12154,Balagere,1205.0,2.0,1.0,79.0,2.0,6556.02
12155,Other,1270.0,2.0,2.0,95.25,3.0,7500.0
12156,Other,1353.0,2.0,2.0,110.0,3.0,8130.08
12157,Other,1200.0,2.0,1.0,68.0,2.0,5666.67
12158,Other,1250.0,2.0,1.0,70.0,3.0,5600.0
12160,Sarjapur  Road,1157.0,2.0,1.0,69.0,3.0,5963.7
12161,Kanakapura,712.0,1.0,0.0,35.475,1.0,4982.44
12162,Sarjapur  Road,1000.0,2.0,2.0,40.0,2.0,4000.0
12163,Yelahanka,602.0,1.0,1.0,33.0,1.0,5481.73
12165,Hoodi,1108.0,2.0,0.0,66.46,2.0,5998.19
12166,Other,1040.0,2.0,1.0,68.0,2.0,6538.46
12167,Sarjapur,1451.0,2.0,1.0,87.0,2.0,5995.86
12168,Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.54,2.0,3389.63
12169,Kanakpura Road,850.0,1.0,1.0,37.32,1.0,4390.59
12171,Other,900.0,2.0,1.0,40.0,2.0,4444.44
12172,Kudlu,720.0,1.0,1.0,33.0,1.0,4583.33
12173,Thanisandra,1573.0,3.0,2.0,115.0,3.0,7310.87
12174,Sarjapur  Road,1026.0,2.0,1.0,60.8,2.0,5925.93
12175,CV Raman Nagar,1400.0,2.0,2.0,78.0,3.0,5571.43
12176,Electronic City Phase II,1400.0,2.0,2.0,40.44,3.0,2888.57
12177,Banashankari Stage III,2100.0,3.0,1.0,147.0,4.0,7000.0
12178,Sarjapur  Road,1150.0,2.0,1.0,48.5,2.0,4217.39
12179,Raja Rajeshwari Nagar,1500.0,3.0,2.0,88.0,3.0,5866.67
12182,Kothanur,1790.0,3.0,2.0,105.0,3.0,5865.92
12183,Ramagondanahalli,1125.0,2.0,2.0,75.0,2.0,6666.67
12184,Hennur,1783.0,3.0,0.0,84.205,3.0,4722.66
12185,Marathahalli,1100.0,2.0,1.0,50.0,2.0,4545.45
12187,Banaswadi,1105.0,2.0,2.0,57.0,2.0,5158.37
12188,Thanisandra,1110.0,2.0,2.0,46.5,2.0,4189.19
12189,Dasanapura,708.0,1.0,1.0,41.0,1.0,5790.96
12190,Kudlu,1027.0,2.0,2.0,44.0,2.0,4284.32
12191,Other,1600.0,3.0,1.0,100.0,3.0,6250.0
12193,Sarjapur  Road,1205.0,2.0,2.0,37.0,2.0,3070.54
12194,5th Phase JP Nagar,1450.0,2.0,2.0,73.0,3.0,5034.48
12196,Other,540.0,1.0,0.0,22.0,1.0,4074.07
12197,Dasarahalli,1200.0,2.0,2.0,42.0,2.0,3500.0
12199,Kalena Agrahara,1837.0,2.0,2.0,95.0,3.0,5171.48
12200,Whitefield,1346.0,2.0,1.0,76.01,2.0,5647.1
12201,Balagere,1012.0,2.0,1.0,68.0,2.0,6719.37
12202,Other,1950.2,3.0,2.0,193.0,3.0,9896.42
12203,Other,1125.0,2.0,2.0,55.0,2.0,4888.89
12204,Kaggadasapura,1500.0,2.0,2.0,60.0,3.0,4000.0
12205,Harlur,1197.0,2.0,1.0,79.9,2.0,6675.02
12206,Chandapura,1230.0,2.0,2.0,31.37,3.0,2550.41
12207,BTM 2nd Stage,1100.0,2.0,2.0,47.0,2.0,4272.73
12208,Other,1563.0,2.0,2.0,52.0,3.0,3326.94
12211,Sarjapur  Road,1600.0,3.0,1.0,120.0,3.0,7500.0
12212,Green Glen Layout,1715.0,3.0,3.0,120.0,3.0,6997.08
12214,Ramagondanahalli,1151.0,2.0,2.0,42.5,2.0,3692.44
12216,Uttarahalli,1123.0,2.0,2.0,60.0,2.0,5342.83
12217,Whitefield,1276.0,2.0,1.0,69.5,2.0,5446.71
12218,Yelahanka,1315.0,2.0,3.0,77.0,2.0,5855.51
12219,Poorna Pragna Layout,1270.0,2.0,2.0,50.79,3.0,3999.21
12220,R.T. Nagar,1325.0,2.0,2.0,52.0,2.0,3924.53
12221,Varthur,1600.0,3.0,2.0,63.2,3.0,3950.0
12222,Jakkur,1660.0,3.0,2.0,104.0,3.0,6265.06
12223,Kodichikkanahalli,1299.0,2.0,3.0,58.0,2.0,4464.97
12224,Haralur Road,953.0,2.0,1.0,90.0,2.0,9443.86
12225,Gunjur,1457.0,2.0,3.0,60.0,2.0,4118.05
12226,Varthur,1000.0,1.0,1.0,65.0,2.0,6500.0
12227,Mallasandra,1100.0,2.0,3.0,76.3,3.0,6936.36
12228,Yelahanka,1075.0,2.0,1.0,33.53,3.0,3119.07
12229,Kanakpura Road,1450.0,3.0,3.0,51.0,3.0,3517.24
12231,Bellandur,950.0,1.0,1.0,40.0,1.0,4210.53
12233,Other,1013.0,2.0,2.0,60.0,2.0,5923.0
12234,Hennur Road,1140.0,2.0,2.0,56.0,2.0,4912.28
12236,Yelahanka,1430.0,3.0,1.0,61.0,3.0,4265.73
12238,Other,1600.0,3.0,2.0,77.0,3.0,4812.5
12239,Other,1190.0,2.0,1.0,48.0,2.0,4033.61
12240,Other,1625.0,3.0,2.0,95.0,3.0,5846.15
12241,Other,1210.0,2.0,2.0,53.0,2.0,4380.17
12242,Lakshminarayana Pura,1615.0,3.0,2.0,150.0,3.0,9287.93
12243,Kalena Agrahara,1180.0,2.0,2.0,85.0,2.0,7203.39
12244,Other,1500.0,2.0,0.0,91.0,2.0,6066.67
12245,Bellandur,850.0,2.0,1.0,45.0,2.0,5294.12
12246,Kothanur,1130.0,2.0,2.0,55.0,2.0,4867.26
12247,CV Raman Nagar,907.0,2.0,2.0,38.0,2.0,4189.64
12248,HRBR Layout,1300.0,2.0,3.0,90.0,2.0,6923.08
12249,Hennur Road,1891.0,3.0,1.0,110.0,3.0,5817.03
12250,Hennur Road,1735.0,3.0,3.0,78.0,3.0,4495.68
12251,Bisuvanahalli,1075.0,2.0,1.0,33.0,3.0,3069.77
12254,Uttarahalli,1590.0,3.0,2.0,57.0,3.0,3584.91
12256,Other,1160.0,2.0,3.0,55.0,2.0,4741.38
12257,Other,930.0,1.0,1.0,55.0,2.0,5913.98
12258,Devanahalli,1010.0,2.0,1.0,58.0,2.0,5742.57
12259,Electronic City,1221.0,2.0,2.0,68.0,2.0,5569.21
12261,Hoodi,1108.0,2.0,1.0,87.48,2.0,7895.31
12263,Sarjapur  Road,1370.0,2.0,1.0,70.0,2.0,5109.49
12264,Banashankari Stage V,920.0,2.0,1.0,41.5,2.0,4510.87
12265,Bhoganhalli,1277.0,2.0,1.0,79.89,2.0,6256.07
12266,Horamavu Agara,1213.0,2.0,2.0,38.1,2.0,3140.97
12267,Singasandra,1653.0,3.0,2.0,85.0,3.0,5142.17
12271,Electronics City Phase 1,1321.0,2.0,2.0,40.0,3.0,3028.01
12272,Kanakpura Road,1570.0,3.0,2.0,68.0,3.0,4331.21
12274,Other,1053.0,2.0,3.0,44.0,2.0,4178.54
12275,Other,1325.0,2.0,3.0,56.0,3.0,4226.42
12276,Other,1169.0,2.0,1.0,50.11,2.0,4286.57
12277,Badavala Nagar,1274.0,2.0,1.0,90.0,2.0,7064.36
12278,Whitefield,1317.0,2.0,2.0,52.0,2.0,3948.37
12279,Lakshminarayana Pura,1195.0,2.0,1.0,75.0,2.0,6276.15
12281,Kammasandra,940.0,2.0,2.0,35.0,2.0,3723.4
12282,Budigere,1820.0,3.0,2.0,95.5,3.0,5247.25
12283,Kanakpura Road,1450.0,3.0,3.0,53.6,3.0,3696.55
12284,Whitefield,1615.0,3.0,0.0,96.9,3.0,6000.0
12285,Nagarbhavi,2200.0,2.0,3.0,99.0,3.0,4500.0
12286,Subramanyapura,985.0,2.0,1.0,62.5,2.0,6345.18
12287,Electronics City Phase 1,1116.0,2.0,1.0,33.0,2.0,2956.99
12288,Attibele,656.0,2.0,1.0,25.0,2.0,3810.98
12289,Kaggadasapura,1105.0,2.0,1.0,39.5,2.0,3574.66
12290,Whitefield,1220.0,2.0,1.0,55.0,2.0,4508.2
12291,Hoodi,1400.0,3.0,2.0,74.0,3.0,5285.71
12293,Anandapura,850.0,3.0,0.0,63.0,3.0,7411.76
12294,Uttarahalli,1000.0,2.0,1.0,35.0,2.0,3500.0
12295,Bannerghatta Road,1660.0,3.0,3.0,80.0,3.0,4819.28
12296,Uttarahalli,1330.0,2.0,1.0,57.0,3.0,4285.71
12297,Old Madras Road,1165.0,2.0,1.0,52.0,2.0,4463.52
12298,Budigere,1153.0,2.0,2.0,56.0,2.0,4856.9
12299,Bannerghatta Road,1270.0,2.0,2.0,45.0,2.0,3543.31
12300,Other,1070.0,2.0,2.0,38.0,2.0,3551.4
12301,Other,1427.0,2.0,2.0,85.0,3.0,5956.55
12302,Banashankari Stage III,1420.0,2.0,2.0,95.0,3.0,6690.14
12304,Other,2031.0,2.0,2.0,200.0,2.0,9847.37
12305,Bellandur,1454.0,2.0,1.0,90.0,2.0,6189.82
12306,Whitefield,1116.0,2.0,3.0,48.76,2.0,4369.18
12307,Other,2000.0,3.0,1.0,180.0,4.0,9000.0
12308,Sarjapur  Road,1346.0,2.0,1.0,74.03,2.0,5500.0
12309,Other,1062.0,2.0,1.0,50.0,2.0,4708.1
12310,Other,700.0,1.0,1.0,25.5,1.0,3642.86
12311,JP Nagar,1405.0,2.0,1.0,99.0,2.0,7046.26
12312,Doddathoguru,1100.0,2.0,2.0,50.0,2.0,4545.45
12313,Other,2153.0,4.0,3.0,120.0,3.0,5573.62
12314,Other,1200.0,3.0,2.0,120.0,3.0,10000.0
12315,Ulsoor,2135.0,3.0,2.0,170.0,3.0,7962.53
12316,Uttarahalli,1125.0,2.0,1.0,47.0,2.0,4177.78
12317,2nd Phase Judicial Layout,1350.0,2.0,2.0,47.25,3.0,3500.0
12318,Pai Layout,1068.0,2.0,3.0,48.0,2.0,4494.38
12319,Doddathoguru,940.0,2.0,1.0,32.9,2.0,3500.0
